Name,reading,time
HBR.VEY657202_02.PZ.X,53.53557,3:58:23 AM
HBR.VEY657202_02.PZ.X,52.71157,3:58:27 AM
HBR.VEY657202_02.PZ.X,52.2232742,3:58:33 AM
HBR.VEY657202_02.PZ.X,50.532547,3:58:37 AM
HBR.VEY657202_02.PZ.X,52.4674225,3:58:43 AM
HBR.VEY657202_02.PZ.X,51.1124,3:58:53 AM
HBR.VEY657202_02.PZ.X,52.3209343,3:58:57 AM
HBR.VEY657202_02.PZ.X,51.64342,3:59:03 AM
HBR.VEY657202_02.PZ.X,51.35655,3:59:07 AM
HBR.VEY657202_02.PZ.X,51.98523,3:59:13 AM
HBR.VEY657202_02.PZ.X,51.9363976,3:59:17 AM
HBR.VEY657202_02.PZ.X,49.6597176,3:59:23 AM
HBR.VEY657202_02.PZ.X,51.78991,3:59:27 AM
HBR.VEY657202_02.PZ.X,52.4674225,3:59:33 AM
HBR.VEY657202_02.PZ.X,51.6922531,3:59:37 AM
HBR.VEY657202_02.PZ.X,52.2232742,3:59:43 AM
HBR.VEY657202_02.PZ.X,51.3992729,3:59:47 AM
HBR.VEY657202_02.PZ.X,52.2232742,3:59:53 AM
HBR.VEY657202_02.PZ.X,52.809227,3:59:57 AM
HBR.VEY657202_02.PZ.X,51.06357,4:00:03 AM
HBR.VEY657202_02.PZ.X,52.809227,4:00:07 AM
HBR.VEY657202_02.PZ.X,52.1317177,4:00:13 AM
HBR.VEY657202_02.PZ.X,50.1907425,4:00:17 AM
HBR.VEY657202_02.PZ.X,51.496933,4:00:23 AM
HBR.VEY657202_02.PZ.X,50.7217636,4:00:27 AM
HBR.VEY657202_02.PZ.X,50.86825,4:00:33 AM
HBR.VEY657202_02.PZ.X,51.78991,4:00:37 AM
HBR.VEY657202_02.PZ.X,51.1124,4:00:43 AM
HBR.VEY657202_02.PZ.X,51.16123,4:00:47 AM
HBR.VEY657202_02.PZ.X,50.86825,4:00:53 AM
HBR.VEY657202_02.PZ.X,49.9954224,4:00:57 AM
HBR.VEY657202_02.PZ.X,51.4481049,4:01:03 AM
HBR.VEY657202_02.PZ.X,51.01474,4:01:07 AM
HBR.VEY657202_02.PZ.X,52.7604,4:01:13 AM
HBR.VEY657202_02.PZ.X,51.16123,4:01:23 AM
HBR.VEY657202_02.PZ.X,51.98523,4:01:27 AM
HBR.VEY657202_02.PZ.X,52.9984436,4:01:43 AM
HBR.VEY657202_02.PZ.X,51.9363976,4:01:47 AM
HBR.VEY657202_02.PZ.X,54.26191,4:01:53 AM
HBR.VEY657202_02.PZ.X,55.03708,4:01:57 AM
HBR.VEY657202_02.PZ.X,54.0665932,4:02:03 AM
HBR.VEY657202_02.PZ.X,53.8224449,4:02:13 AM
HBR.VEY657202_02.PZ.X,52.41859,4:02:17 AM
HBR.VEY657202_02.PZ.X,52.4674225,4:02:26 AM
HBR.VEY657202_02.PZ.X,54.4999542,4:02:33 AM
HBR.VEY657202_02.PZ.X,52.71157,4:02:40 AM
HBR.VEY657202_02.PZ.X,53.63323,4:02:43 AM
HBR.VEY657202_02.PZ.X,53.871273,4:02:47 AM
HBR.VEY657202_02.PZ.X,53.1937637,4:02:53 AM
HBR.VEY657202_02.PZ.X,53.9689331,4:02:57 AM
HBR.VEY657202_02.PZ.X,52.9496155,4:03:03 AM
HBR.VEY657202_02.PZ.X,52.9984436,4:03:07 AM
HBR.VEY657202_02.PZ.X,52.809227,4:03:13 AM
HBR.VEY657202_02.PZ.X,52.66274,4:03:17 AM
HBR.VEY657202_02.PZ.X,52.08289,4:03:23 AM
HBR.VEY657202_02.PZ.X,52.9984436,4:03:30 AM
HBR.VEY657202_02.PZ.X,54.5976143,4:03:37 AM
HBR.VEY657202_02.PZ.X,52.71157,4:03:43 AM
HBR.VEY657202_02.PZ.X,52.61391,4:03:47 AM
HBR.VEY657202_02.PZ.X,52.0340576,4:03:53 AM
HBR.VEY657202_02.PZ.X,52.4674225,4:03:57 AM
HBR.VEY657202_02.PZ.X,53.48674,4:04:03 AM
HBR.VEY657202_02.PZ.X,51.25889,4:04:13 AM
HBR.VEY657202_02.PZ.X,53.14493,4:04:17 AM
HBR.VEY657202_02.PZ.X,53.3402519,4:04:23 AM
HBR.VEY657202_02.PZ.X,54.0665932,4:04:27 AM
HBR.VEY657202_02.PZ.X,53.6820564,4:04:33 AM
HBR.VEY657202_02.PZ.X,54.0665932,4:04:37 AM
HBR.VEY657202_02.PZ.X,53.29142,4:04:43 AM
HBR.VEY657202_02.PZ.X,53.773613,4:04:50 AM
HBR.VEY657202_02.PZ.X,52.9068871,4:04:53 AM
HBR.VEY657202_02.PZ.X,53.04727,4:04:57 AM
HBR.VEY657202_02.PZ.X,57.0207825,4:05:03 AM
HBR.VEY657202_02.PZ.X,57.0696144,4:05:07 AM
HBR.VEY657202_02.PZ.X,56.8742943,4:05:13 AM
HBR.VEY657202_02.PZ.X,57.2161026,4:05:17 AM
HBR.VEY657202_02.PZ.X,54.21308,4:05:23 AM
HBR.VEY657202_02.PZ.X,52.71157,4:05:27 AM
HBR.VEY657202_02.PZ.X,53.63323,4:05:33 AM
HBR.VEY657202_02.PZ.X,53.24259,4:05:37 AM
HBR.VEY657202_02.PZ.X,53.0961037,4:05:43 AM
HBR.VEY657202_02.PZ.X,52.1744423,4:05:47 AM
HBR.VEY657202_02.PZ.X,53.14493,4:05:53 AM
HBR.VEY657202_02.PZ.X,55.6169319,4:05:57 AM
HBR.VEY657202_02.PZ.X,54.3107376,4:06:03 AM
HBR.VEY657202_02.PZ.X,53.9689331,4:06:07 AM
HBR.VEY657202_02.PZ.X,53.871273,4:06:13 AM
HBR.VEY657202_02.PZ.X,55.4704437,4:06:23 AM
HBR.VEY657202_02.PZ.X,55.6169319,4:06:27 AM
HBR.VEY657202_02.PZ.X,52.51625,4:06:33 AM
HBR.VEY657202_02.PZ.X,55.13474,4:06:37 AM
HBR.VEY657202_02.PZ.X,54.4083977,4:06:43 AM
HBR.VEY657202_02.PZ.X,52.1744423,4:06:50 AM
HBR.VEY657202_02.PZ.X,54.5976143,4:06:53 AM
HBR.VEY657202_02.PZ.X,55.86108,4:06:57 AM
HBR.VEY657202_02.PZ.X,55.3239555,4:07:03 AM
HBR.VEY657202_02.PZ.X,54.7441025,4:07:07 AM
HBR.VEY657202_02.PZ.X,54.5487823,4:07:13 AM
HBR.VEY657202_02.PZ.X,54.01776,4:07:17 AM
HBR.VEY657202_02.PZ.X,53.773613,4:07:23 AM
HBR.VEY657202_02.PZ.X,57.26493,4:07:27 AM
HBR.VEY657202_02.PZ.X,56.3921,4:07:36 AM
